id,type,degree,label
806388001,product,60,806388001
806388002,product,92,806388002
806388003,product,73,806388003
806388004,product,8,806388004
779551012,product,7,779551012
884212003,product,4,884212003
654410024,product,9,654410024
806388009,product,61,806388009
806388011,product,21,806388011
806388012,product,19,806388012
816841004,product,13,816841004
816841003,product,13,816841003
654410031,product,18,654410031
816841006,product,24,816841006
743113004,product,14,743113004
806388018,product,17,806388018
654410032,product,2,654410032
569246008,product,1,569246008
868680001,product,16,868680001
868680002,product,10,868680002
868680003,product,3,868680003
868680006,product,7,868680006
803570003,product,1,803570003
884081001,product,23,884081001
884081002,product,24,884081002
894534001,product,3,894534001
906822001,product,19,906822001
906822002,product,16,906822002
742982003,product,12,742982003
874054001,product,9,874054001
854000001,product,33,854000001
754713004,product,7,754713004
316441005,product,5,316441005
847086001,product,5,847086001
851608002,product,9,851608002
897090001,product,6,897090001
880706002,product,24,880706002
880706005,product,19,880706005
934380001,product,13,934380001
811500001,product,27,811500001
811500010,product,4,811500010
877462001,product,24,877462001
886080001,product,4,886080001
884245001,product,13,884245001
876053002,product,39,876053002
876053003,product,51,876053003
871957004,product,6,871957004
871957003,product,19,871957003
876053006,product,9,876053006
890602001,product,11,890602001
870548001,product,3,870548001
870548003,product,2,870548003
903316013,product,2,903316013
879166004,product,16,879166004
721683003,product,3,721683003
857277001,product,55,857277001
918717001,product,4,918717001
898237001,product,8,898237001
880018003,product,5,880018003
878183001,product,6,878183001
915047010,product,8,915047010
690193007,product,3,690193007
745702002,product,1,745702002
844432001,product,7,844432001
772965001,product,1,772965001
854885002,product,10,854885002
887653002,product,23,887653002
748815001,product,1,748815001
650511003,product,6,650511003
656868001,product,5,656868001
857572001,product,38,857572001
939492001,product,14,939492001
855737002,product,6,855737002
802489004,product,3,802489004
656868019,product,3,656868019
923534004,product,3,923534004
880739001,product,5,880739001
872547001,product,4,872547001
833848001,product,2,833848001
854328001,product,3,854328001
877069001,product,14,877069001
926221002,product,10,926221002
926221003,product,8,926221003
877069002,product,11,877069002
826508001,product,13,826508001
826508002,product,18,826508002
826508003,product,26,826508003
826508005,product,26,826508005
826508006,product,16,826508006
523404005,product,5,523404005
492897001,product,34,492897001
492897002,product,24,492897002
826508010,product,19,826508010
755467004,product,5,755467004
523404032,product,6,523404032
892896001,product,6,892896001
864224005,product,12,864224005
766346003,product,38,766346003
766346004,product,31,766346004
649397014,product,5,649397014
766346007,product,15,766346007
766346008,product,31,766346008
920159001,product,8,920159001
742196001,product,5,742196001
910132001,product,32,910132001
865076003,product,16,865076003
865076004,product,1,865076004
904201001,product,8,904201001
904201002,product,13,904201002
849544001,product,18,849544001
876381001,product,6,876381001
790365001,product,13,790365001
903218001,product,12,903218001
874546001,product,27,874546001
874546003,product,15,874546003
832177001,product,6,832177001
799409001,product,11,799409001
799409003,product,34,799409003
699270001,product,2,699270001
836699002,product,30,836699002
836699003,product,18,836699003
884442001,product,2,884442001
798426002,product,3,798426002
779781012,product,7,779781012
880772001,product,3,880772001
880772002,product,10,880772002
883033001,product,78,883033001
883033002,product,102,883033002
930350001,product,25,930350001
930350002,product,14,930350002
836142003,product,17,836142003
836142004,product,19,836142004
854787001,product,19,854787001
858883001,product,24,858883001
826541002,product,3,826541002
910722001,product,2,910722001
923010002,product,6,923010002
843777001,product,18,843777001
843777002,product,16,843777002
933889001,product,13,933889001
882902001,product,24,882902001
823723001,product,1,823723001
441386001,product,7,441386001
441386004,product,4,441386004
881919002,product,13,881919002
759465001,product,39,759465001
874153001,product,5,874153001
751273003,product,11,751273003
779945003,product,2,779945003
751273006,product,8,751273006
708478001,product,9,708478001
860030001,product,4,860030001
759465016,product,2,759465016
866387011,product,11,866387011
766674001,product,1,766674001
881362002,product,4,881362002
856786002,product,15,856786002
806225002,product,42,806225002
902694001,product,5,902694001
888571001,product,6,888571001
888571002,product,2,888571002
880805004,product,5,880805004
944506001,product,20,944506001
678692001,product,1,678692001
834340002,product,9,834340002
873465002,product,8,873465002
889849002,product,9,889849002
865699001,product,18,865699001
931235001,product,1,931235001
636323001,product,22,636323001
720504001,product,10,720504001
823330001,product,6,823330001
815564002,product,3,815564002
879265001,product,2,879265001
887457002,product,6,887457002
879265002,product,2,879265002
856950001,product,10,856950001
689014002,product,2,689014002
574752003,product,1,574752003
876021001,product,25,876021001
781813001,product,7,781813001
781813005,product,10,781813005
781813008,product,10,781813008
812746001,product,3,812746001
929695001,product,4,929695001
860489002,product,22,860489002
860489003,product,11,860489003
784926002,product,5,784926002
807241018,product,2,807241018
891848001,product,4,891848001
723912003,product,6,723912003
807241027,product,2,807241027
763037001,product,3,763037001
783517002,product,5,783517002
861767001,product,24,861767001
861767002,product,33,861767002
892700001,product,1,892700001
938182001,product,22,938182001
901318001,product,7,901318001
831686004,product,2,831686004
920389001,product,1,920389001
867141001,product,2,867141001
867141002,product,5,867141002
867141003,product,7,867141003
621381009,product,4,621381009
873924002,product,12,873924002
911214003,product,3,911214003
911214004,product,6,911214004
890734003,product,1,890734003
880707001,product,5,880707001
831555008,product,7,831555008
719128007,product,9,719128007
719128009,product,5,719128009
848365001,product,3,848365001
860653005,product,5,860653005
879298001,product,24,879298001
879298003,product,9,879298003
879298005,product,14,879298005
879298006,product,9,879298006
811927001,product,16,811927001
689047004,product,13,689047004
811927007,product,28,811927007
894273002,product,9,894273002
757270002,product,7,757270002
757270003,product,2,757270003
821397002,product,11,821397002
755861003,product,4,755861003
727615001,product,1,727615001
870975001,product,7,870975001
916031003,product,20,916031003
916031004,product,10,916031004
877332001,product,13,877332001
918292001,product,38,918292001
707135012,product,6,707135012
707135017,product,12,707135017
883689001,product,3,883689001
918292011,product,32,918292011
883689002,product,3,883689002
809961002,product,31,809961002
809961003,product,10,809961003
809961004,product,8,809961004
885950001,product,8,885950001
865470002,product,9,865470002
865470003,product,7,865470003
885950003,product,13,885950003
927336002,product,1,927336002
859965001,product,5,859965001
929597001,product,6,929597001
849938005,product,11,849938005
868583001,product,4,868583001
858556001,product,5,858556001
805308002,product,42,805308002
805308003,product,22,805308003
805308004,product,34,805308004
805308001,product,20,805308001
854460003,product,5,854460003
813926003,product,1,813926003
898107003,product,11,898107003
908560001,product,1,908560001
845285001,product,7,845285001
771557004,product,3,771557004
802490001,product,3,802490001
878479001,product,6,878479001
878479002,product,6,878479002
880740002,product,17,880740002
880740003,product,13,880740003
743737001,product,2,743737001
887097001,product,7,887097001
844302001,product,3,844302001
864782002,product,4,864782002
887949001,product,42,887949001
887949002,product,20,887949002
887949003,product,17,887949003
887949004,product,19,887949004
887949006,product,9,887949006
886540001,product,12,886540001
816908001,product,42,816908001
757303012,product,27,757303012
757303013,product,5,757303013
774113006,product,3,774113006
886966001,product,6,886966001
886966002,product,7,886966002
858294002,product,3,858294002
893323003,product,7,893323003
879200001,product,11,879200001
832309005,product,17,832309005
832309007,product,34,832309007
756320022,product,5,756320022
865503001,product,22,865503001
756320026,product,11,756320026
916916001,product,3,916916001
890505001,product,8,890505001
743049002,product,2,743049002
865929003,product,29,865929003
865929004,product,12,865929004
865929007,product,12,865929007
865929014,product,35,865929014
714803001,product,5,714803001
874547002,product,18,874547002
714803007,product,32,714803007
714803008,product,41,714803008
714803009,product,20,714803009
584157003,product,3,584157003
717490002,product,13,717490002
799410003,product,24,799410003
717490008,product,27,717490008
717490010,product,40,717490010
848988001,product,5,848988001
808028001,product,35,808028001
754780001,product,4,754780001
873564004,product,27,873564004
808028006,product,31,808028006
808028008,product,33,808028008
853510001,product,4,853510001
853510005,product,9,853510005
868059001,product,9,868059001
868059003,product,6,868059003
717490057,product,26,717490057
717490059,product,38,717490059
717490065,product,8,717490065
936282001,product,19,936282001
901679001,product,9,901679001
901679002,product,8,901679002
717490075,product,5,717490075
717490081,product,25,717490081
793348001,product,5,793348001
717490083,product,6,717490083
832473001,product,49,832473001
811993002,product,6,811993002
832473003,product,34,832473003
832473004,product,41,832473004
832473005,product,14,832473005
752814005,product,16,752814005
859736001,product,9,859736001
687704001,product,8,687704001
752814020,product,6,752814020
752814021,product,3,752814021
752814022,product,5,752814022
857901001,product,3,857901001
687704012,product,9,687704012
687704022,product,26,687704022
891095001,product,8,891095001
918358001,product,21,918358001
876415001,product,15,876415001
876415002,product,18,876415002
876415003,product,15,876415003
911870002,product,4,911870002
842238002,product,10,842238002
911870004,product,16,911870004
911870003,product,6,911870003
547752004,product,2,547752004
863570001,product,26,863570001
896338001,product,7,896338001
863570003,product,22,863570003
896338002,product,9,896338002
703826005,product,9,703826005
744786002,product,5,744786002
837159002,product,5,837159002
886737001,product,14,886737001
849873002,product,6,849873002
757926001,product,8,757926001
863013001,product,7,863013001
857082001,product,8,857082001
783354001,product,5,783354001
783354003,product,1,783354003
857082003,product,3,857082003
783354005,product,2,783354005
783354006,product,2,783354006
892111001,product,27,892111001
869796001,product,16,869796001
918948001,product,5,918948001
855673001,product,14,855673001
884345003,product,7,884345003
708217003,product,1,708217003
884771001,product,16,884771001
884771002,product,13,884771002
782797002,product,1,782797002
936610001,product,24,936610001
580684001,product,13,580684001
902433002,product,3,902433002
839158002,product,10,839158002
808651001,product,17,808651001
804555004,product,2,804555004
909216001,product,9,909216001
909216002,product,11,909216002
786336004,product,1,786336004
862325002,product,51,862325002
862325003,product,17,862325003
862325004,product,31,862325004
747637006,product,8,747637006
815434001,product,47,815434001
815434005,product,25,815434005
907807001,product,4,907807001
844532001,product,2,844532001
914164001,product,1,914164001
852724003,product,4,852724003
807242018,product,1,807242018
852724001,product,2,852724001
859081001,product,15,859081001
859081002,product,32,859081002
859081003,product,7,859081003
791710001,product,1,791710001
890866002,product,7,890866002
628722004,product,5,628722004
628722005,product,7,628722005
880839001,product,67,880839001
880839002,product,21,880839002
880839003,product,15,880839003
516000090,product,13,516000090
880839006,product,11,880839006
879004001,product,9,879004001
516000099,product,9,516000099
797084005,product,9,797084005
928582001,product,6,928582001
795675001,product,6,795675001
881691002,product,17,881691002
881691003,product,12,881691003
898075001,product,32,898075001
795675003,product,14,795675003
898075002,product,16,898075002
898075003,product,17,898075003
795675009,product,1,795675009
710085002,product,9,710085002
867994001,product,3,867994001
855706002,product,11,855706002
751471001,product,93,751471001
694127001,product,3,694127001
862063001,product,13,862063001
757828001,product,8,757828001
716868002,product,9,716868002
776473001,product,1,776473001
751471022,product,17,751471022
751471023,product,26,751471023
751471027,product,17,751471027
751471031,product,12,751471031
751471034,product,23,751471034
751471035,product,24,751471035
751471038,product,20,751471038
751471041,product,25,751471041
751471043,product,34,751471043
849218006,product,3,849218006
562498015,product,12,562498015
808684001,product,12,808684001
808684002,product,32,808684002
821398001,product,9,821398001
821398002,product,7,821398002
830016001,product,5,830016001
830016002,product,9,830016002
694848003,product,14,694848003
694848001,product,17,694848001
694848008,product,9,694848008
616598025,product,5,616598025
694848010,product,6,694848010
889621001,product,10,889621001
891882001,product,13,891882001
846826002,product,13,846826002
857279001,product,21,857279001
865471001,product,4,865471001
892308001,product,24,892308001
670698020,product,10,670698020
806718001,product,9,806718001
929598002,product,1,929598002
835390003,product,8,835390003
851774006,product,6,851774006
778472001,product,4,778472001
895421001,product,10,895421001
895421003,product,2,895421003
828050001,product,7,828050001
897682001,product,10,897682001
897682003,product,10,897682003
897682004,product,5,897682004
897682006,product,6,897682006
396135007,product,39,396135007
703761009,product,6,703761009
857574002,product,13,857574002
703761010,product,6,703761010
873958001,product,2,873958001
880741001,product,10,880741001
880741002,product,15,880741002
933989002,product,9,933989002
571706001,product,33,571706001
833850001,product,3,833850001
571706010,product,18,571706010
868879003,product,14,868879003
868879004,product,11,868879004
912100001,product,7,912100001
867044002,product,41,867044002
867044003,product,26,867044003
867044004,product,22,867044004
912100003,product,11,912100003
824249002,product,3,824249002
906169002,product,25,906169002
709987008,product,8,709987008
709987009,product,9,709987009
871992002,product,17,871992002
612109002,product,1,612109002
909282001,product,1,909282001
841911001,product,1,841911001
324963055,product,4,324963055
860982003,product,9,860982003
607030008,product,15,607030008
793185028,product,1,793185028
855477001,product,3,855477001
855477002,product,3,855477002
814517001,product,1,814517001
793185036,product,2,793185036
916917002,product,2,916917002
793185041,product,2,793185041
648842002,product,2,648842002
880479001,product,4,880479001
749407002,product,13,749407002
895028001,product,13,895028001
804916006,product,11,804916006
872713001,product,16,872713001
872713002,product,9,872713002
694750001,product,1,694750001
901811001,product,6,901811001
926387001,product,8,926387001
850824001,product,3,850824001
808029001,product,45,808029001
865799001,product,33,865799001
865799005,product,17,865799005
865799006,product,26,865799006
722439007,product,6,722439007
925404001,product,19,925404001
868060003,product,8,868060003
868060005,product,13,868060005
923569002,product,10,923569002
923569006,product,24,923569006
856198001,product,10,856198001
866651001,product,13,866651001
854789001,product,17,854789001
877956001,product,8,877956001
902532001,product,5,902532001
859737001,product,13,859737001
859737002,product,13,859737002
720473004,product,7,720473004
859737004,product,9,859737004
878382001,product,17,878382001
562990005,product,1,562990005
933891001,product,19,933891001
839683001,product,8,839683001
839683002,product,3,839683002
866520001,product,6,866520001
854232002,product,1,854232002
714968001,product,1,714968001
793218005,product,7,793218005
750423002,product,7,750423002
871468001,product,17,871468001
750423009,product,5,750423009
750423011,product,7,750423011
791809001,product,6,791809001
750423019,product,5,750423019
750423025,product,3,750423025
896896001,product,5,896896001
823168002,product,18,823168002
823168003,product,28,823168003
786304002,product,5,786304002
786304005,product,24,786304005
823168006,product,14,823168006
786304001,product,17,786304001
823168008,product,12,823168008
786304009,product,17,786304009
716672001,product,63,716672001
716672003,product,30,716672003
716672014,product,12,716672014
770346001,product,2,770346001
716672019,product,28,716672019
877268002,product,15,877268002
877268004,product,17,877268004
879529001,product,7,879529001
813993001,product,8,813993001
935464001,product,5,935464001
833490002,product,13,833490002
721063006,product,5,721063006
721063007,product,11,721063007
878972001,product,4,878972001
878972002,product,3,878972002
887164003,product,4,887164003
813436005,product,8,813436005
772902001,product,9,772902001
826150003,product,25,826150003
858918004,product,8,858918004
826150004,product,15,826150004
922619001,product,3,922619001
922619002,product,11,922619002
756944002,product,4,756944002
693243013,product,1,693243013
681381003,product,16,681381003
853839001,product,31,853839001
763727003,product,8,763727003
853839003,product,17,853839003
839716001,product,3,839716001
790564001,product,3,790564001
827428001,product,6,827428001
827428004,product,5,827428004
651300005,product,1,651300005
827428006,product,2,827428006
843812001,product,3,843812001
817401001,product,50,817401001
817401002,product,39,817401002
817401003,product,43,817401003
817401004,product,33,817401004
817401007,product,3,817401007
885624001,product,24,885624001
885624002,product,24,885624002
923340001,product,21,923340001
894668002,product,18,894668002
894668003,product,23,894668003
894668004,product,13,894668004
894668005,product,16,894668005
626593002,product,1,626593002
875040001,product,34,875040001
916000003,product,5,916000003
373493008,product,1,373493008
679284001,product,18,679284001
861769001,product,6,861769001
933662001,product,1,933662001
823070004,product,3,823070004
854003001,product,6,854003001
776179001,product,14,776179001
928157002,product,22,928157002
819826002,product,3,819826002
916295001,product,2,916295001
916295002,product,1,916295002
869404002,product,4,869404002
718278001,product,35,718278001
718278002,product,43,718278002
718278004,product,18,718278004
730566005,product,6,730566005
900763001,product,10,900763001
718278009,product,24,718278009
880709001,product,5,880709001
823365001,product,10,823365001
823791006,product,4,823791006
850628001,product,2,850628001
838340001,product,15,838340001
838340003,product,14,838340003
823791009,product,10,823791009
756420005,product,9,756420005
823791013,product,10,823791013
854724002,product,7,854724002
756420008,product,7,756420008
889753001,product,17,889753001
854724001,product,2,854724001
889753005,product,2,889753005
889753008,product,13,889753008
917016001,product,2,917016001
712216001,product,11,712216001
808685001,product,24,808685001
808685002,product,28,808685002
241602003,product,1,241602003
805015007,product,10,805015007
885100001,product,3,885100001
241602018,product,1,241602018
748523001,product,9,748523001
644288001,product,6,644288001
892309001,product,4,892309001
892309002,product,7,892309002
816746001,product,6,816746001
878186001,product,6,878186001
710676001,product,1,710676001
591466024,product,4,591466024
591466048,product,8,591466048
715624008,product,12,715624008
715624010,product,17,715624010
535826006,product,1,535826006
849383001,product,1,849383001
923111001,product,2,923111001
677351003,product,3,677351003
736530017,product,15,736530017
870289001,product,8,870289001
931729004,product,2,931729004
933990001,product,13,933990001
715624050,product,17,715624050
917606001,product,3,917606001
917606004,product,2,917606004
659132021,product,7,659132021
715624053,product,13,715624053
846139003,product,23,846139003
616763007,product,3,616763007
760975006,product,17,760975006
732729001,product,14,732729001
935694003,product,3,935694003
852365001,product,41,852365001
852365002,product,31,852365002
852365005,product,27,852365005
887394001,product,14,887394001
756322001,product,38,756322001
756322006,product,23,756322006
832311001,product,11,832311001
756322009,product,7,756322009
832311002,product,24,832311002
859148001,product,13,859148001
607031009,product,9,607031009
861409002,product,20,861409002
818614001,product,19,818614001
818614003,product,6,818614003
818614005,product,7,818614005
818614006,product,7,818614006
818614007,product,7,818614007
880480001,product,2,880480001
790368006,product,24,790368006
812683014,product,8,812683014
790368009,product,5,790368009
790368010,product,5,790368010
827658002,product,7,827658002
903647001,product,7,903647001
801673002,product,12,801673002
865374001,product,13,865374001
801673014,product,12,801673014
801673015,product,6,801673015
903090001,product,6,903090001
845746001,product,4,845746001
852103002,product,6,852103002
807473004,product,3,807473004
807473006,product,4,807473006
602673007,product,6,602673007
807473009,product,3,807473009
822022002,product,5,822022002
832475001,product,19,832475001
902107001,product,35,902107001
851546003,product,33,851546003
882479001,product,4,882479001
774148001,product,17,774148001
659460002,product,1,659460002
806916003,product,7,806916003
806916004,product,17,806916004
806916008,product,18,806916008
762286001,product,33,762286001
688558001,product,10,688558001
762286002,product,17,762286002
762286004,product,12,762286004
834179001,product,8,834179001
834179002,product,14,834179002
762286009,product,18,762286009
807768001,product,4,807768001
750424007,product,6,750424007
750424008,product,8,750424008
750424014,product,10,750424014
750424015,product,12,750424015
750424016,product,17,750424016
750424017,product,5,750424017
750424018,product,8,750424018
861442003,product,25,861442003
713986008,product,2,713986008
909185001,product,27,909185001
909185002,product,14,909185002
819073001,product,1,819073001
819073002,product,2,819073002
891392001,product,1,891392001
764416001,product,1,764416001
623317001,product,6,623317001
559616013,product,21,559616013
723882001,product,8,723882001
723882002,product,3,723882002
752554002,product,17,752554002
752554004,product,19,752554004
916394001,product,6,916394001
559616017,product,11,559616017
879956002,product,17,879956002
853545001,product,28,853545001
853545002,product,36,853545002
889000001,product,12,889000001
889000002,product,25,889000002
794792003,product,1,794792003
573608013,product,1,573608013
699601001,product,2,699601001
888017001,product,10,888017001
855249006,product,35,855249006
855249007,product,22,855249007
767398001,product,6,767398001
824742001,product,3,824742001
874320001,product,17,874320001
874320002,product,8,874320002
902992001,product,7,902992001
839717001,product,5,839717001
899322002,product,4,899322002
856527001,product,24,856527001
856527002,product,10,856527002
811471003,product,7,811471003
811471004,product,15,811471004
885199005,product,11,885199005
815567001,product,1,815567001
914723001,product,7,914723001
892408009,product,27,892408009
808653001,product,13,808653001
905122001,product,9,905122001
762188001,product,20,762188001
762188002,product,27,762188002
807244003,product,7,807244003
807244016,product,4,807244016
451744001,product,6,451744001
865440004,product,3,865440004
851317001,product,56,851317001
879989002,product,8,879989002
851317003,product,13,851317003
910922001,product,7,910922001
451744018,product,22,451744018
909087001,product,10,909087001
892703002,product,2,892703002
745247001,product,1,745247001
915444001,product,13,915444001
872649001,product,6,872649001
766153003,product,6,766153003
589599027,product,1,589599027
589599033,product,18,589599033
589599036,product,4,589599036
589599042,product,8,589599042
727880003,product,8,727880003
589599047,product,6,589599047
640029002,product,4,640029002
838898002,product,2,838898002
861639001,product,2,861639001
727880026,product,7,727880026
628593001,product,4,628593001
866587001,product,10,866587001
866587002,product,8,866587002
893424002,product,10,893424002
893424003,product,13,893424003
707269001,product,6,707269001
707269003,product,21,707269003
881562001,product,10,881562001
877466001,product,12,877466001
877466002,product,17,877466002
792302001,product,2,792302001
829166003,product,13,829166003
829166004,product,4,829166004
751342006,product,15,751342006
788632005,product,4,788632005
305304008,product,16,305304008
860525002,product,6,860525002
860525003,product,15,860525003
872813002,product,9,872813002
860525008,product,12,860525008
805442001,product,2,805442001
783553002,product,13,783553002
861803001,product,26,861803001
861803009,product,27,861803009
934122004,product,16,934122004
897684002,product,12,897684002
897684003,product,8,897684003
631870009,product,3,631870009
879891001,product,18,879891001
631870012,product,6,631870012
910824001,product,5,910824001
876221002,product,1,876221002
870290001,product,38,870290001
903058001,product,9,903058001
870290003,product,21,870290003
903910001,product,10,903910001
570004105,product,16,570004105
861541002,product,4,861541002
570004107,product,7,570004107
570004108,product,10,570004108
814650001,product,7,814650001
831460001,product,13,831460001
886969001,product,2,886969001
905614002,product,3,905614002
586126002,product,4,586126002
782734003,product,15,782734003
817763003,product,2,817763003
659854013,product,12,659854013
659854016,product,27,659854016
832312001,product,18,832312001
840504002,product,9,840504002
840504001,product,11,840504001
659854018,product,17,659854018
659854020,product,14,659854020
840504003,product,5,840504003
832312003,product,15,832312003
856888001,product,10,856888001
861410002,product,12,861410002
861410003,product,18,861410003
933729001,product,2,933729001
880481002,product,1,880481002
837686001,product,4,837686001
835851001,product,17,835851001
758027001,product,2,758027001
835851003,product,17,835851003
835851004,product,7,835851004
756192001,product,6,756192001
756192002,product,15,756192002
719328003,product,8,719328003
901813001,product,4,901813001
754357005,product,11,754357005
650122001,product,1,650122001
881759001,product,16,881759001
881759003,product,14,881759003
868062001,product,11,868062001
833459001,product,7,833459001
800691007,product,47,800691007
800691008,product,42,800691008
876680001,product,30,876680001
893064002,product,18,893064002
893064001,product,17,893064001
794760003,product,10,794760003
800691013,product,23,800691013
893064003,product,18,893064003
800691016,product,7,800691016
907613001,product,7,907613001
878941001,product,2,878941001
803378003,product,6,803378003
891655001,product,21,891655001
787420001,product,2,787420001
754652007,product,5,754652007
863409001,product,9,863409001
920753001,product,8,920753001
818779001,product,6,818779001
818779002,product,14,818779002
818779003,product,17,818779003
810587001,product,6,810587001
784176002,product,6,784176002
917509001,product,3,917509001
917509002,product,1,917509002
872453002,product,14,872453002
872453001,product,23,872453001
507909001,product,18,507909001
802821001,product,2,802821001
827397009,product,5,827397009
815535001,product,3,815535001
762287009,product,1,762287009
507909030,product,7,507909030
881497002,product,17,881497002
859182001,product,1,859182001
732206004,product,23,732206004
861443001,product,13,861443001
861443003,product,16,861443003
820483004,product,26,820483004
820483005,product,16,820483005
667096006,product,6,667096006
759469001,product,27,759469001
890541002,product,3,890541002
808621003,product,9,808621003
825005002,product,3,825005002
834049001,product,5,834049001
908629001,product,4,908629001
906794001,product,6,906794001
906794003,product,32,906794003
906794004,product,15,906794004
802559001,product,2,802559001
935892001,product,23,935892001
866260002,product,29,866260002
866260001,product,14,866260001
905811001,product,34,905811001
905811002,product,18,905811002
905811003,product,13,905811003
849319001,product,5,849319001
764155001,product,3,764155001
897488002,product,3,897488002
772773001,product,13,772773001
772773002,product,28,772773002
852858001,product,6,852858001
889722001,product,2,889722001
765433009,product,5,765433009
808654001,product,3,808654001
844109002,product,7,844109002
848205002,product,1,848205002
828151001,product,6,828151001
754423002,product,1,754423002
742561002,product,4,742561002
650614003,product,2,650614003
833099001,product,6,833099001
925472001,product,6,925472001
919541001,product,15,919541001
777033001,product,5,777033001
926750001,product,7,926750001
791582002,product,2,791582002
926750002,product,14,926750002
806131001,product,29,806131001
